content,score,at,content_bersih
seperti aplikasi pemerintah biasanya lemot suka eror dananya kebanyakan buat korupsi sih gak becus,1,2025-04-07 11:04:27,aplikasi perintah biasa lot suka eror dana banyak buat korupsi sih gak becus
"susah daftar nya lemot GK mau jln, kayaknya apk nya males kemn2 klo bisa di jgn di pake tuh apk maaf soalnya SMP skrg Lom ada niat untuk merubahnya apknya",4,2025-04-06 10:27:33,susah daftar nya lot gk mau jln kayak apk nya males kemn klo jgn di pake tuh apk maaf soal smp skrg lom niat rubah apknya
"bagus aplikasinya untuk memudahkan pengguna transportasi umum di SBY, namun harus ada beberapa update terkait fitur2 yang belum selesai meskipun ada menunya.",5,2025-04-05 04:47:54,bagus aplikasi mudah guna transportasi umum sby harus beberapa update kait fitur belum selesai meski menu
ruwet dan lebih mudah pakai qris,1,2025-04-05 04:42:50,ruwet lebih mudah pakai qris
Aplikasi sering bug.. tolong para IT yang sangat berkompeten dapat memperbaiki masalah ini. karena sangat tidak membantu. Terima Kasih Salam sehat dan sukses selalu,1,2025-04-04 18:51:43,aplikasi sering bug para it sangat kompeten baik masalah karena sangat bantu terima kasih salam sehat sukses selalu
"Assalamu'alaikum, Bismillahirrahmanirrahim, Alhamdulillah, Wasysyukrillah,,, Admin menyampaikan aspirasi dan saran, memang aplikasi dari Go Bis Suroboyo tidak jarang eror, namun tetap bisa dibuat akses untuk perkiraan posisi personal maupun kendaraan. Harapan banyak bug fixed dari aplikasi ini. Untuk program Go Bis Surabaya menurut saya sudah sangat baik, karena relatif murah, pelayanan baik, dan mekanisme yang simple dan nyaman. Harapan kedepan supaya penumpang lebih dibatasi bila penuh",5,2025-04-04 14:49:07,assalamualaikum bismillahirrahmanirrahim alhamdulillah wasysyukrillah admin sampai aspirasi saran memang aplikasi go bis suroboyo jarang eror tetap buat akses kira posisi personal maupun kendara harap banyak bug fixed aplikasi untuk program go bis surabaya saya sangat baik relatif murah layan baik mekanisme simple nyaman harap depan tumpang lebih batas bila penuh
lemottt pollll,1,2025-04-02 22:07:11,lemottt pollll
transpotasi yg cepat dan bersih,5,2025-04-02 14:13:53,transpotasi yg cepat bersih
"aplikasi seperti ini dikelola pemerintah? sangat memprihatinkan, kyk aplikasi buatan anak sekolah dasar",1,2025-03-31 16:27:10,aplikasi ini kelola perintah sangat prihatin kyk aplikasi buat anak sekolah dasar
"aplikasi dibuka sangat lemot buat daftar member aja nunggunya lama loading terussss seharian. aplikasinya ga bner nunggu bis juga dari jam 7 , set 8 ga lewat lewat... kalau memang gtu diperjelas aja jam kerja mereka kayak apa... kalau krn besok hari lebaran dan mempercepat jam kerja itu aneh.. kendaraan umum untuk dalam kota mempercepat operasional. nunggu dua jam di halte . sangat merugikan",1,2025-03-30 20:44:29,aplikasi buka sangat lot buat daftar member aja nunggunya lama loading terussss hari aplikasi ga bner nunggu bis dari jam set ga lewat lewat kalau memang gtu jelas aja jam kerja kayak apa kalau krn besok hari lebaran cepat jam kerja aneh kendara umum dalam kota cepat operasional nunggu jam halte sangat rugi
history perjalanan nya sering error sama arah bis yang sering ngebug,3,2025-03-28 09:21:00,history jalan nya sering error sama arah bis sering ngebug
apknya bisa dibuka cuman pas mau lihat lokasi bisnya ngk bisa dibuka sama sekali udh coba download ulang ttp ngk bisa,1,2025-03-27 14:35:42,apknya buka cuman pas mau lihat lokasi bis ngk buka sama sekali udh coba download ulang ttp ngk
Muantep poll,5,2025-03-22 14:16:03,muantep poll
gabisa tuker poin reward lagi,1,2025-03-22 12:53:04,gabisa tuker poin reward
iki lapo sisan QRISS E DIHAPUS. NYAPO SEH PEMERINTAH,1,2025-03-20 22:34:51,iki lapo sis qriss e hapus nyapo seh perintah
sangat membantu transportasi sy,5,2025-03-19 14:59:56,sangat bantu transportasi sy
Itu kalok lihat rute nya emang gak bisa kah???,2,2025-03-15 23:29:21,kalok lihat rute nya emang gak kah
update terbaru malah ngebug,1,2025-03-15 17:23:50,update baru malah ngebug
Bagus,5,2025-03-12 10:18:34,bagus
"Next diperbarui aplikasinya. Kalo ada penumpang mau naik (dari jauh sudah menunggu) mungkin ada opsi untuk penumpangnya klik ""naik / lainnya"" biar ada notif juga ke driver / kondektur",4,2025-03-07 17:31:27,next baru aplikasi kalo tumpang mau naik jauh tunggu mungkin opsi tumpang klik naik lain biar notif ke driver kondektur
Saya coba top up 10rb.. tapi saldo tetap nol pdhl udh bbrp kali saya refresh.. saya top up di aplikasi gobis.. untung blm top up bnyk.. gmn min ?,4,2025-03-07 15:26:43,coba top up rb saldo tetap nol pdhl udh bbrp kali refresh top up aplikasi gob untung blm top up bnyk gmn min
"Kenapa yahh ga bisa login ke akunku. Pdhl akun saya masi ada saldonya banyak. Mungkin user experience nya bisa dibenahi. Kayak kalau passwordnya salah, dikasi peringatan pass salah atau gimana gt. Soalnya ini saya pencet login, ga ngefek apa apa. Pdhl email dan pass jelas"" benar. Jadi yang salah saya atau aplikasinya yg gak connect mulu. Mohon dibenahi",1,2025-03-07 11:25:46,yahh ga login akun pdhl akun mas saldo banyak mungkin user experience nya benah kayak kalau passwordnya salah kasi ingat pass salah gimana gt soal pencet login ga ngefek apa apa pdhl email pass jelas benar jadi salah saya atau aplikasi yg gak connect mulu mohon benah
"tolong dong buat supir Bu sama kondektur nya kalo busnya sudah penuh jangan di paksa, soalnya saya pernah pulang sekolah mau ke kota sebelah capek capek nya eh sama ibuk ibuk yang baru naik tiba tiba di suruh berdiri, kata nya karna dia lebih tua, tolong dong kalo emang udah penuh kapasitasnya jangan angkut penumpang lagi, sangat membatu tapi kalo terlalu penuh kadang ada ibu ibu yang semaunya sendiri 😔😭🙏🏻🙏🏻🙏🏻🙏🏻",5,2025-03-05 22:04:36,dong buat supir bu sama kondektur nya kalo bus penuh jangan paksa soal pernah pulang sekolah mau kota belah capek capek nya eh sama ibuk ibuk baru naik tiba tiba suruh diri kata nya karna lebih tua dong kalo emang udah penuh kapasitas jangan angkut tumpang sangat batu kalo terlalu penuh kadang ibu ibu mau sendiri
Saya nunggu di halte embong malang jam 21.15 & lewat wira wiri mobil sampai 3 katanya sudah tidak membawa penumpang. Sebenarnya jam operasional sampai jam berapa?,3,2025-03-01 21:21:12,nunggu halte embong malang jam lewat wira wiri mobil kata tidak bawa tumpang benar jam operasional jam berapa
"fitur top up nya apakah sudah bisa digunakan? saya diberitahu petugas bus semanggi bahwa setelah ini bus akan mengganti metode pembayaran hanya bisa lewat aplikasi saja, namun ketika saya top up 25K dengan pembayaran gopay, saldo masih belum masuk sampai sekarang. apakah ada yang salah?",5,2025-02-26 07:09:56,fitur top up nya sudah guna diberitahu tugas bus semanggi telah bus ganti metode bayar bisa lewat aplikasi namun saya top up k bayar gopay saldo belum masuk sekarang ada salah
Apk resmi malah gak bisa buat pembayaran #Lawak,1,2025-02-20 09:04:34,apk resmi malah gak buat bayar lawak
"Terms and conditions nya buruk, jangan dulu buat akun untuk aplikasi jni",1,2025-02-18 08:36:09,terms and conditions nya buruk jangan dulu buat akun aplikasi jni
Aplikasi error terus ga guna pengembangnya mana ini,1,2025-02-15 13:32:52,aplikasi error terus ga kembang mana
SB 01 di kota lama saya berhentiin gk berhenti. Saya kecewa ...... Sampai telat saya kerja. Tambah parah,1,2025-02-14 05:44:36,sb kota lama berhentiin gk henti kecewa telat kerja tambah parah
Armada perlu ditambah agar tidak terlalu lama menunggu,5,2025-02-13 20:39:49,armada perlu tambah tidak terlalu lama tunggu
Update teruss,1,2025-02-10 15:04:48,update teruss
"update terus,ntah apa yg di update",1,2025-02-09 18:27:00,update terusntah apa yg update
Sopirnya di training lagi biar ngerti SOP dan tidak boleh emosional.... karena bawa orang banyak,2,2025-02-07 08:32:59,sopir training biar ngerti sop tidak emosional bawa orang banyak
Peta integrasinya kok malah ilang sih,2,2025-02-06 18:35:40,peta integrasi kok malah ilang sih
Apk gk jelas apk terusak yg pernah aku pake gk jelass menyusah kan ngerti kalau punya uang dibenerin lagi apk nya buat apk aja gk bisa,1,2025-02-06 17:43:55,apk gk jelas apk usak yg pernah aku pake gk jelass susah kan ngerti kalau punya uang dibenerin apk nya buat apk aja gk
"Tolong tambahkan lapak aduan agar perasaan tidak nyaman yang didapat oleh penumpang karena sikap helper atau supir dapat disampaikan dengan baik, terima kasih.",2,2025-02-06 15:49:52,tambah lapak adu asa nyaman dapat tumpang sikap helper supir sampai baik terima kasih
After di perbarui malah ngebug gk bisa di buka,1,2025-02-05 17:31:15,after baru malah ngebug gk di buka
"Rute ke ITC kok gak ada , tolong lebih banyak di update untuk rutenya.",1,2025-02-05 14:41:37,rute itc kok gak tolong lebih banyak update rute
Aslinya enak ada aplikasi ini bisa tau posisi bus yg diinginkan tapi kenapa setiap hari harus update sih!,3,2025-02-04 09:28:33,asli enak aplikasi bisa tau posisi bus yg ingin kenapa hari update sih
Tiap hari update,1,2025-02-04 05:51:05,tiap hari update
Trackingnya ga pas,1,2025-02-03 16:30:26,trackingnya ga pas
"Moda transportasi murah dan terhitung armada nya banyak, terbantu sekali, bisa di cek posisi bus secara online,Surabaya memang terbaik",5,2025-02-03 06:53:11,moda transportasi murah hitung armada nya banyak bantu sekali di cek posisi bus onlinesurabaya memang baik
OTP nya tidak bisa keluar,1,2025-02-03 06:01:30,otp nya bisa keluar
Bis surabaya bangkalan sudah lebih dari 50 mnt ga ada yg lewat. Antriannya udah banyak. Ada 3 armada istirahat ga jalan. Mau tanya jam operasional tapi gada CS yg bisa dihubungi. Sedih amat hari mingguku.,2,2025-02-02 13:46:50,bis surabaya bangkal lebih mnt ga yg lewat antri udah banyak armada istirahat ga jalan mau tanya jam operasional gada cs yg hubung sedih hari minggu
"Pelayananya Cukup bagus, tlg halte yg sdh tdk terpakai segera dicabut agar penumpang tdk kecewa. Krn sdh tggu dihalte ternyata tdk dilewati, sdh dirubah jalurnya.",5,2025-02-02 11:03:19,pelayananya cukup bagus tlg halte yg sdh tdk pakai segera cabut tumpang tdk kecewa krn sdh tggu halte nyata tdk lewat sdh rubah jalur
"saya sudah 2 kali naik bus ini, kenapa tidak bisa bayar pakai saldo di aplikasi ini ya, apa belum ada untuk electric city bus??",3,2025-01-30 15:43:39,sudah kali naik bus kenapa bisa bayar pakai saldo aplikasi ya apa ada electric city bus
Topup tidak masuk ke saldo,1,2025-01-30 10:32:55,topup masuk saldo
Baik murah,5,2025-01-28 18:52:26,baik murah
"Tolong dikasih fitur ganti info profil 🙏 Foto saya jelek banget, gabisa diganti (sedih) 💔",4,2025-01-28 09:42:50,kasih fitur ganti info profil foto jelek banget gabisa ganti sedih
Gausah sok²an update app .. di update kok malah kualitas menurun koneksi terputus trs,1,2025-01-25 10:38:50,gausah sok an update app update kok malah kualitas turun koneksi putus trs
Bagus ada Wirawiri kami bisa naik dng baik dan cepat Untuk halte nya mohon di kasih bangku ya pak supaya kita menunggu nya gak berdiri sampai datang Wirawiri nya,5,2025-01-25 10:19:06,bagus wirawiri bisa naik dng baik cepat halte nya mohon kasih bangku pak kita tunggu nya gak diri datang wirawiri nya
"Armada sdh banyak, sayangnya kurang bisa memenage jarak antar bus... terkadang kayak kereta sampai berderet2. Sedangkan armada selanjutnya sangat jauh....",3,2025-01-24 20:04:05,armada sdh banyak sayang kurang memenage jarak antar bus terkadang kayak kereta deret armada lanjut sangat jauh
Berharap ada fitur live chat gitu sama kondektur nya hehe,5,2025-01-18 16:13:30,harap fitur live chat gitu sama kondektur nya hehe
Manteb,5,2025-01-14 15:01:38,manteb
"APLIKASI TIDAK BERGUNA Semoga admin cepat respon ulasan saya.. Sy mau cerita.. Waktu aku jalan jalan ke surabaya ingin bgt naik bus atau feeder ini.. Tpi pas donlod aplikasinya bingung bgt tidak ada tujuan kemana dan titik lokasi Contoh: lokasi anda ^ Tujuan anda ^ Dan itu membuat saya kebingungan dan tidak tau cara memakai bus dan wira wiri ini GARA GARA APLIKASI INI SAYA SEMPAT KESASAR DI BENEWO, YANG AKHIRNYA SAYA PULANG NAIK OJOL. TIDAK RECOMMEND BUAT NAIK TRANSPORTASI!!",1,2025-01-08 22:22:13,aplikasi guna moga admin cepat respon ulas sy mau cerita waktu aku jalan jalan surabaya bgt naik bus feeder tpi pas donlod aplikasi bingung bgt ada tuju titik lokasi contoh lokasi tuju buat bingung dan tau cara pakai bus dan wira wiri gara gara aplikasi sempat kesasar benewo akhir saya pulang naik ojol tidak recommend buat naik transportasi
"Adewe mek numpak tok yo mbayar, lapo kirim nik barang",1,2025-01-08 15:27:42,adewe mek numpak tok yo mbayar lapo kirim nik barang
"Harusnya ada keterangan nya kalo emang bis nya full, sudah nunggu bis yg berikutnya ternyata full jg jd buang2 waktu. Bis nya kalo di klik ada keterangannya kan jd bisa tau penumpang yg nunggu itu bis full atau engga nya",3,2025-01-05 13:15:29,harus terang nya kalo emang bis nya full nunggu bis yg ikut nyata full jg jd buang waktu bis nya kalo klik terang kan jd tau tumpang yg nunggu bis full engga nya
"Sudah daftar, menunggu kode otp tidak kunjung respon masuk sampe sehari, tdk ada notif sama sekali di email",1,2024-12-30 21:13:57,daftar tunggu kode otp kunjung respon masuk sampe hari tdk notif sama sekali email
Aplikasi tidak bekerja dengan baik,1,2024-12-30 10:01:59,aplikasi kerja baik
"Untuk rute padat seperti arah terminal Purabaya selisih keberangkatan atau jumlah armadanya mohon diperhatikan,karena selisihjya jauh bisa berjam jam karena muter dulu sampai Perak, sehingga waktu tunggunya terlalu lama, atau kalau bisa arah perak di buatkan jalur tersendiri yg terintegrasi dengan jalur lainnya,dl muter sampai Rajawali sudah sangat bagus waktu tunggu maksllimal 15 menit an",2,2024-12-23 17:34:27,rute padat arah terminal purabaya selisih berangkat jumlah armada mohon diperhatikankarena selisihjya jauh jam jam muter dulu perak waktu tunggu terlalu lama kalau arah perak buat jalur sendiri yg integrasi jalur lainnyadl muter rajawali sangat bagus waktu tunggu maksllimal menit an
"Nyesel udah daftar jadi member,,, apk nya makin ribet digunakan, nunggu verivikasi dari email brpa minggu gak muncul2 kode otp nya, akibatnya g bisa d pake sama sekali apk nya meski udah download ulang....",1,2024-12-23 10:08:56,nyesel udah daftar jadi member apk nya makin ribet guna nunggu verivikasi email brpa minggu gak muncul kode otp nya akibat g d pake sama sekali apk nya meski udah download ulang
Bus yg dari genpark arah ke purbaya klau jam 15:00 lama banget saya nunggu hampir 2jam gak ada yg lewat akhirnya pake gojek ke JMP buat naik bus yg dari jmp ke purbaya,1,2024-12-20 15:39:03,bus yg genpark arah purbaya klau jam lama banget nunggu hampir jam gak yg lewat akhir pake gojek jmp buat naik bus yg jmp purbaya
"Kok ga ada jadwal mulai jam berapa sih, jadi takut telat kalo mau naik ini",1,2024-12-19 20:36:42,kok ga jadwal mulai jam berapa sih jadi takut telat kalo mau naik
"Ga bisa untuk pembayaran, percuma isi saldo",1,2024-12-19 18:04:22,ga untuk bayar percuma isi saldo
Sisa kapasitas yang tertera di aplikasi tidak sesuai dengan real time,3,2024-12-16 07:06:56,sisa kapasitas tera aplikasi sesuai real time
"TOLONG UPDATE BERIKUTNYA BERIKAN FITUR PENILAIAN UNTUK PENGEMUDI, SAYA SUDAH SERING BANGET NUNGGU DI HALTE TPI DRIVERNYA TIDAK BERHENTI. UNTUK LAPORAN SAJA HARI INI 11 DESEMBER PUKUL 9:30 BUS SB 11 TIDAK BERHENTI PADAHAL SAYA SUDAH NUNGGU LAMA, TOLONG SEGERA DITINDAK LANJUTI.",2,2024-12-11 09:51:49,update ikut ikan fitur nilai kemudi sudah sering banget nunggu halte tpi drivernya henti lapor hari desember pukul bus sb henti padahal sudah nunggu lama segera tindak lanjut
"Harusnya ada ada scan penumpang di halte ditulisi marka pemberhentian bus agar tau ada penumpang yg akan naik. Krn banyak wirawiri yg gak berhenti di tiap halte, mana halte gak ada lampu jadinya gelap mungkin driver dan kernet gak liat.",3,2024-12-08 20:09:27,harus scan tumpang halte tulis marka henti bus tau tumpang yg naik krn banyak wirawiri yg gak henti tiap halte mana halte gak ada lampu jadi gelap mungkin driver kernet gak liat
"Wirawiri nya buru buru banget. Aku nunggu di halte tapi wirawiri nya gak berhenti, padahal isinya belum full :(",1,2024-12-05 08:41:27,wirawiri nya buru buru banget aku nunggu halte wirawiri nya gak henti padahal isi full
"please aplikasinya diperbaiki, sering error ga muncul rute",1,2024-12-04 19:54:08,please aplikasi baik sering error ga muncul rute
Kok di dwonlout di iphone gak bisa ya,5,2024-12-01 03:34:20,kok dwonlout iphone gak ya
APLIKASI GOBLOKK COKK DANCOKKK,1,2024-11-28 09:17:37,aplikasi goblokk cokk dancokkk
Maap cuma 3 dulu bintangnya Karena saya daftar gagsl terus karena tidak mendspatkan otp nya jadi ga bisa daftar,2,2024-11-23 10:25:25,maap cuma dulu bintang saya daftar gagsl terus tidak mendspatkan otp nya jadi ga daftar
"Mana kode otpnya, ditungguin sampai ngantuk gk keluar",5,2024-11-20 13:46:26,mana kode otpnya ditungguin ngantuk gk keluar
"niat gae aplikasi ga seh. wis bosok, rute ne titik, login gae nik lah, ktp lah, fotolah, mentolo tak protes nak buk risma karo admine gerindra ben di apikno gobiz, mosok wirawiri isine titik ngene pengen gae dadine gak sido, ero gak omahku iku dukuh pakis ayo kene serlok tak nasehati",1,2024-11-18 15:12:07,niat gae aplikasi ga seh wis bosok rute ne titik login gae nik lah ktp lah foto mentolo tak protes nak buk risma karo admine gerindra ben apikno gobiz mosok wirawiri isine titik ngene ken gae dadine gak sido ero gak omahku iku dukuh pakis ayo kene serlok tak nasehat
