Nama_User,Rating,Tanggal,Ulasan,Ulasan_Bersih
alif aulia fadilah,2,2025-05-28 19:43:34,"4 me yg rada buta maps dan ""ga bisa baca rute"" mungkin bingung bgt dimana aja pemberhentian nya & dsb, coba dong tolong di upgrade fitur kaya Ai biar aku sebagai penumpang juga bisa menanyakan secara langsung dimana aja pemberhentian nya, beroperasi selesai jam brpa dan masi banyak lgi. karna emang minim informasi bgt jadi tolong untuk di upgrade biar penumpang jga ga bingung",me yg rada buta maps dan ga bisa baca rute mungkin bingung bgt dimana aja pemberhentian nya dsb coba dong tolong di upgrade fitur kaya ai biar aku sebagai penumpang juga bisa menanyakan secara langsung dimana aja pemberhentian nya beroperasi selesai jam brpa dan masi banyak lgi karna emang minim informasi bgt jadi tolong untuk di upgrade biar penumpang jga ga bingung
Luthfi Sodiq,5,2025-05-28 08:19:33,Sangat membantu masyarakat,sangat membantu masyarakat
meryenugraini,1,2025-05-26 08:31:15,g sesuai jadwal semua. molor jam nya. saran aja klau bisa ganti personel busnya . biar bisa sinkron ama jadwal yg di sistem. seringgg telattttt jamnya molor,g sesuai jadwal semua molor jam nya saran aja klau bisa ganti personel busnya biar bisa sinkron ama jadwal yg di sistem seringgg telattttt jamnya molor
Celo Colo,1,2025-05-25 13:09:13,tolong adakan fitur ganti foto profil,tolong adakan fitur ganti foto profil
marwan nurdiriyanto,1,2025-05-24 17:57:37,"gak ada jadwal keberangkatan atau kedatangan,,,kami pakai tranportasi umum juga butuh ketepatan waktu, kami butuh tranportasi umum yang gak terhalang macet,",gak ada jadwal keberangkatan atau kedatangan kami pakai tranportasi umum juga butuh ketepatan waktu kami butuh tranportasi umum yang gak terhalang macet
Agung,1,2025-05-22 20:21:37,ini knapa ya kok tiba2 jadi gabisa login setelah diupdate,ini knapa ya kok tiba jadi gabisa login setelah diupdate
Naar Ariana,2,2025-05-21 07:49:56,"login susah, padahal kuota masih banyak",login susah padahal kuota masih banyak
Niko Fendi Lienata,1,2025-05-19 16:13:51,"Saran saya jika top up saldo dengan QR segera digunakan. Apabila ditunda, saldonya tidak akan masuk dengan qr tersebut. sudah hubungi CS nya katanya ada delay dari Bank Jatim, mohon menunggu 1x24 jam tetapi ditunggu-tunggu lebih dari itu tidak ada saldo masuk. menghubungi kembali cs nya tetapi tidak ada tanggapan. mohon hal ini diperbaiki. dan diberi informasi berapa lama qr bisa digunakan. jika sudah expired sebaiknya qr tidak bisa di scan(dibuat gagal).",saran saya jika top up saldo dengan qr segera digunakan apabila ditunda saldonya tidak akan masuk dengan qr tersebut sudah hubungi cs nya katanya ada delay dari bank jatim mohon menunggu x jam tetapi ditunggu tunggu lebih dari itu tidak ada saldo masuk menghubungi kembali cs nya tetapi tidak ada tanggapan mohon hal ini diperbaiki dan diberi informasi berapa lama qr bisa digunakan jika sudah expired sebaiknya qr tidak bisa di scan dibuat gagal
Muhammad Alif,1,2025-05-17 07:00:15,"aplikasinya lemot, tolong diperbaiki",aplikasinya lemot tolong diperbaiki
Suryanti Yanti,5,2025-05-15 19:01:13,okay,okay
Gredy Christian,1,2025-05-07 07:53:12,"Dulu udah install ini dan uninstall krn app ini sdh nggak berguna lagi semenjak ada mitra darat. saya kira itu sebuah kemajuan integrasi transportasi indonesia. eh gataunya per Mei Juni disuruh download lagi dan mewajibkan semua penumpang untuk melakukan transaksi tiket disini. Sungguh, sebuah kecanggihan gimmick yang memper ruwet keadaan saja...",dulu udah install ini dan uninstall krn app ini sdh nggak berguna lagi semenjak ada mitra darat saya kira itu sebuah kemajuan integrasi transportasi indonesia eh gataunya per mei juni disuruh download lagi dan mewajibkan semua penumpang untuk melakukan transaksi tiket disini sungguh sebuah kecanggihan gimmick yang memper ruwet keadaan saja
Edy Soelistiyo,3,2025-05-01 19:20:57,"Aplikasi sebetulnya bagus untuk penggunaan transportasi umum dlm mengurangi pemakaian kendaraan pribadi, Akan tetapi tampilannya perlu diperbaiki. Karena sangat memusingkan terutama di peta integrasi antar moda transportasi. Apalagi untuk pengguna dari luar kota seperti saya dari jakarta yang belum begitu paham jalanan di surabaya. Harus melihat peta yang tampilannya sangat memusingkan numpuk2. Tolong diperbaiki agar semakin lebih baik lagi tampilannya. Semoga kedepan halte juga jadi satu.",aplikasi sebetulnya bagus untuk penggunaan transportasi umum dlm mengurangi pemakaian kendaraan pribadi akan tetapi tampilannya perlu diperbaiki karena sangat memusingkan terutama di peta integrasi antar moda transportasi apalagi untuk pengguna dari luar kota seperti saya dari jakarta yang belum begitu paham jalanan di surabaya harus melihat peta yang tampilannya sangat memusingkan numpuk tolong diperbaiki agar semakin lebih baik lagi tampilannya semoga kedepan halte juga jadi satu
wiwin melathi041,5,2025-04-30 06:32:13,sangat membantu untuk mencari feeder sesuai tujuan,sangat membantu untuk mencari feeder sesuai tujuan
hengkywangge hengkywangge,5,2025-04-29 19:07:19,mantap dan bersama gobis dan wira wiri,mantap dan bersama gobis dan wira wiri
Wahida Nurul,5,2025-04-29 15:23:13,"naik city elektric ketempat kerja lebih irit biayanya, tentunya sabar menanti bisnya...",naik city elektric ketempat kerja lebih irit biayanya tentunya sabar menanti bisnya
Muhammad Nobel wiranata,1,2025-04-29 12:21:19,KOK MAKIN LEMOT SIH?? MAU CEK MAPS BUSNYA LAMA BANGET BARU BISA KEBUKA,kok makin lemot sih mau cek maps busnya lama banget baru bisa kebuka
ARY POERWO,5,2025-04-29 09:31:32,helper sopan-sopan mau jelasin pertanyaan penumpang...,helper sopan sopan mau jelasin pertanyaan penumpang
Akf Genteng-SM Ekstra-Safira Imaniah-SM3,1,2025-04-28 18:42:41,proses daftarnya lamaaa bgttt :(,proses daftarnya lamaaa bgttt
Nur Istiyah Spd,5,2025-04-28 14:23:35,"nyaman, aman , terjangkau",nyaman aman terjangkau
Muhammad Sabransyah,5,2025-04-28 13:45:06,"Dengan adanya aplikasi ini sangat menguntungkan bagi kita pengguna transfort dgn bus, bnyk arah tujuan yg kita inginkan mau kemana, keliling kota Sby mengasyikkan dan murah meriah.",dengan adanya aplikasi ini sangat menguntungkan bagi kita pengguna transfort dgn bus bnyk arah tujuan yg kita inginkan mau kemana keliling kota sby mengasyikkan dan murah meriah
Pyth Goras,1,2025-04-28 13:03:46,"Mohon untuk pengisian/top up saldo diperbaiki, karena terkadang saldo lama baru masuk, bisa sampai 1 hari bahkan ada saldo saya yang belum masuk hingga saat ini, padahal sudah top up 3-4 hari sebelumnya",mohon untuk pengisian top up saldo diperbaiki karena terkadang saldo lama baru masuk bisa sampai hari bahkan ada saldo saya yang belum masuk hingga saat ini padahal sudah top up hari sebelumnya
meutia syaharani,3,2025-04-28 11:45:16,"padahal sudah top up 2 kali tetap tidak terisi, malahan yg ke isi cuma top up yg kedua top up pertama tidak",padahal sudah top up kali tetap tidak terisi malahan yg ke isi cuma top up yg kedua top up pertama tidak
"Konstantinus Rizky Wibisono, S.Pd.",1,2025-04-28 10:49:30,tambah ruwet bayare.,tambah ruwet bayare
aurellio reyfander Novianto,5,2025-04-28 09:42:00,BAGUS TAPI KAPAN YA ADA PENAMBAHAN NAMA CREW KETIKA MENEKAN IKON BUS LALU MUNCUL NAMA CREW,bagus tapi kapan ya ada penambahan nama crew ketika menekan ikon bus lalu muncul nama crew
H. A.,2,2025-04-28 08:15:55,aplikasinya masih sering lag dan eror,aplikasinya masih sering lag dan eror
YmvBrahmana,1,2025-04-25 17:06:43,"perbaiki lagi sistemnya, buka aplikasi saja lambat, tidak langsung muncul, sering error",perbaiki lagi sistemnya buka aplikasi saja lambat tidak langsung muncul sering error
Kevin Taufan MKv,1,2025-04-24 07:58:27,"ini mau daftar gimana dipencet pun gk bisa, tolol banget sih",ini mau daftar gimana dipencet pun gk bisa tolol banget sih
Diva jihan,1,2025-04-23 14:48:21,"TOLONG YA untuk diberitahukan kpd SOPIR-SOPIR BUS SUROBOYO KALIAN ITU HARUS LEBIH HATI-HATI. Saya salah satu penumpang BUS SUROBOYO SB06 tgl 21/4/25. Naik dari Bungurasih ke SMPN 5 Surabaya, Saya jatuh dari bus suroboyo tepat di depan halte SMPN 5 saat hendak turun tapi si sopir malah lanjut menjalankan Busnya!!! NAMA BPK KERNET BPK BENY BUDIANA. Dan pinternya lagi, SI SOPIR GA TURUN DAN GA MINTA MAAF. DAN UDAH LAPOR KE IG SUROBOYO BUS TAPI TIDAK ADA RESPON. KALIAN GA ADA RASA TGGUNG JAWAB!!",tolong ya untuk diberitahukan kpd sopir sopir bus suroboyo kalian itu harus lebih hati hati saya salah satu penumpang bus suroboyo sb tgl naik dari bungurasih ke smpn surabaya saya jatuh dari bus suroboyo tepat di depan halte smpn saat hendak turun tapi si sopir malah lanjut menjalankan busnya nama bpk kernet bpk beny budiana dan pinternya lagi si sopir ga turun dan ga minta maaf dan udah lapor ke ig suroboyo bus tapi tidak ada respon kalian ga ada rasa tggung jawab
Silvester HP Itel,1,2025-04-21 17:10:25,tolong di edukasi supir Wira wiri untuk update jumlah penumpang.. saya sering tertipu aplikasi dibilang kosong waktu mobil datang ternyata penuh.. dan juga beberapa supir kurang nyaman bawa kendaraannya,tolong di edukasi supir wira wiri untuk update jumlah penumpang saya sering tertipu aplikasi dibilang kosong waktu mobil datang ternyata penuh dan juga beberapa supir kurang nyaman bawa kendaraannya
Pur Wati,5,2025-04-20 22:16:53,bagus semua.,bagus semua
Ali Akbar,1,2025-04-19 07:35:06,"gara,, aplikasi eror waktu saya setengah jam sia sia nuguin wira wiri pas dia lewat ee ternyata aplikasi eror",gara aplikasi eror waktu saya setengah jam sia sia nuguin wira wiri pas dia lewat ee ternyata aplikasi eror
mochammad syamsul arif,1,2025-04-18 14:53:00,𝙎𝙖𝙮𝙖 𝙨𝙪𝙙𝙖𝙝 𝙙𝙖𝙛𝙩𝙖𝙧 𝙩𝙥 𝙥𝙖𝙨 𝙢𝙖𝙪 𝙡𝙤𝙜 𝙞𝙣 𝙥𝙖𝙨𝙨𝙬𝙤𝙧𝙙 𝙨𝙖𝙡𝙖𝙝 𝙩𝙚𝙧𝙪𝙨. 𝙥𝙖𝙙𝙖𝙝𝙖𝙡 𝙥𝙖𝙨𝙨𝙬𝙤𝙧𝙙𝙣𝙮𝙖 𝙨𝙪𝙙𝙖𝙝 𝙗𝙚𝙣𝙖𝙧. 𝙢𝙤𝙝𝙤𝙣 𝙥𝙚𝙣𝙟𝙚𝙡𝙖𝙨𝙖𝙣 𝙣𝙮𝙖.,
Giosandro,2,2025-04-17 18:44:33,sering error,sering error
Jems Ewin,1,2025-04-17 14:41:40,Untuk wira wiri tak kasih Bintang 1 krn mapsnya yg di kendaraan (wirawiri) entah helpernya atau drivernya gak di update kalo sdh penuh terkadang masih belum penuh gak berhenti di halte yg kita tunggu bolak balik telat terus gara2 feeder...kalo gini terus mendingan hapus aja transportasi wira wiri sama yg lainnya percuma ada di surabaya bukannya menolong malah mempersulit,untuk wira wiri tak kasih bintang krn mapsnya yg di kendaraan wirawiri entah helpernya atau drivernya gak di update kalo sdh penuh terkadang masih belum penuh gak berhenti di halte yg kita tunggu bolak balik telat terus gara feeder kalo gini terus mendingan hapus aja transportasi wira wiri sama yg lainnya percuma ada di surabaya bukannya menolong malah mempersulit
Tonggo Samosir,1,2025-04-16 19:02:11,"saya top up lewat mbanking, di mbanking sudah terpotong tapi saldo di gobis belum terisi 1x24 jam",saya top up lewat mbanking di mbanking sudah terpotong tapi saldo di gobis belum terisi x jam
Warkop Bude Pen,1,2025-04-15 16:55:19,kenapa pembayaran qris dihilangkan? SANGAT MENYUSAHKAN. SUDAH SAMPAI DI HALTE HARUS PERGI DULU KE INDOMARET BUAT TOP UP. TOP UP LANGSUNG PAKAI TRANSFER MOBILE BANKING PUN GAK BISA. SANGAT MENYUSAHKAN....,kenapa pembayaran qris dihilangkan sangat menyusahkan sudah sampai di halte harus pergi dulu ke indomaret buat top up top up langsung pakai transfer mobile banking pun gak bisa sangat menyusahkan
Enang Prianto,1,2025-04-15 16:19:44,aplikasi gk jelas..daftar udah d.isi kok login gk bisa..biasa produk karya anak bangsa lemot,aplikasi gk jelas daftar udah d isi kok login gk bisa biasa produk karya anak bangsa lemot
22-Yusuf Qardhowi,1,2025-04-15 07:58:26,"Orang cuma mau liat posisi bus malah diwajibin login. Sudah diperbaiki. bintang 1 lagi, TOPUP GAGAL GA ADA FITUR REPORT, AYOLAH FITUR SESIMPEL ITU KOK GA ADA",orang cuma mau liat posisi bus malah diwajibin login sudah diperbaiki bintang lagi topup gagal ga ada fitur report ayolah fitur sesimpel itu kok ga ada
Kahfi Rizqi Wibowo,1,2025-04-13 22:10:35,"saya tidak tau sudah berhasil daftar apa belum karena proses yang lama, hari ini saya cek ternyata NIK saya sudah terdaftar... tapi saya bingung ini password yg saya masukkan salah semua. apakah bisa dibantu untuk pemulihan akun? karena email saya juga saya lihat tidak terdaftar",saya tidak tau sudah berhasil daftar apa belum karena proses yang lama hari ini saya cek ternyata nik saya sudah terdaftar tapi saya bingung ini password yg saya masukkan salah semua apakah bisa dibantu untuk pemulihan akun karena email saya juga saya lihat tidak terdaftar
Wahyudi Yidi,5,2025-04-12 20:41:30,lumayan,lumayan
Nurul Hidayah,5,2025-04-12 20:22:45,keren,keren
Muhammad Dandi,1,2025-04-12 19:30:40,aplikasi gabisa dibuka sama sekali loading putih gitu doang,aplikasi gabisa dibuka sama sekali loading putih gitu doang
Faishal Sudatama,1,2025-04-12 19:13:03,"haha aplikasi belum selesai, coba beli 1 tiket, pas beli aman serlah dicek riwayat pembelian aja ngga ada apalagi tiket , rugi 5.000 haha",haha aplikasi belum selesai coba beli tiket pas beli aman serlah dicek riwayat pembelian aja ngga ada apalagi tiket rugi haha
achmad yari,5,2025-04-12 08:35:24,terus berkembang Lur,terus berkembang lur
Jacob papibel,5,2025-04-11 19:59:09,"Mantap aplikasinya, mantap pelayanannya...",mantap aplikasinya mantap pelayanannya
Sius,1,2025-04-10 12:46:02,aplikasi gak bisa di buka tolonglah dishub kami ingin naik bus suroboyo jangan bikin susah masyarakat surabaya,aplikasi gak bisa di buka tolonglah dishub kami ingin naik bus suroboyo jangan bikin susah masyarakat surabaya
Kopake Shop,1,2025-04-10 08:59:13,ga bisa dibuka di Redmi Note 4,ga bisa dibuka di redmi note
Paundra Ardianto,1,2025-04-08 20:34:45,"ww25 8/4/2025 sekitar pukul 20.20 armada tidak awas akan penumpang yg ada dihalte , sudah saya lambai sampai kejar tetap tidak berhenti padahal kondektur sempat melihat kearah saya ,, terlihat juga armada belum penuh posisi saya menunggu di halte darmo permai timur",ww sekitar pukul armada tidak awas akan penumpang yg ada dihalte sudah saya lambai sampai kejar tetap tidak berhenti padahal kondektur sempat melihat kearah saya terlihat juga armada belum penuh posisi saya menunggu di halte darmo permai timur
Mumhammad Izza Narendra,1,2025-04-07 11:04:27,seperti aplikasi pemerintah biasanya lemot suka eror dananya kebanyakan buat korupsi sih gak becus,seperti aplikasi pemerintah biasanya lemot suka eror dananya kebanyakan buat korupsi sih gak becus
Adi Nimin,4,2025-04-06 10:27:33,"susah daftar nya lemot GK mau jln, kayaknya apk nya males kemn2 klo bisa di jgn di pake tuh apk maaf soalnya SMP skrg Lom ada niat untuk merubahnya apknya",susah daftar nya lemot gk mau jln kayaknya apk nya males kemn klo bisa di jgn di pake tuh apk maaf soalnya smp skrg lom ada niat untuk merubahnya apknya
Moch Okta S,5,2025-04-05 04:47:54,"bagus aplikasinya untuk memudahkan pengguna transportasi umum di SBY, namun harus ada beberapa update terkait fitur2 yang belum selesai meskipun ada menunya.",bagus aplikasinya untuk memudahkan pengguna transportasi umum di sby namun harus ada beberapa update terkait fitur yang belum selesai meskipun ada menunya
Dimas Wibowo,1,2025-04-05 04:42:50,ruwet dan lebih mudah pakai qris,ruwet dan lebih mudah pakai qris
Dean Pratama sutadi,1,2025-04-04 18:51:43,Aplikasi sering bug.. tolong para IT yang sangat berkompeten dapat memperbaiki masalah ini. karena sangat tidak membantu. Terima Kasih Salam sehat dan sukses selalu,aplikasi sering bug tolong para it yang sangat berkompeten dapat memperbaiki masalah ini karena sangat tidak membantu terima kasih salam sehat dan sukses selalu
Gusti Wira,5,2025-04-04 14:49:07,"Assalamu'alaikum, Bismillahirrahmanirrahim, Alhamdulillah, Wasysyukrillah,,, Admin menyampaikan aspirasi dan saran, memang aplikasi dari Go Bis Suroboyo tidak jarang eror, namun tetap bisa dibuat akses untuk perkiraan posisi personal maupun kendaraan. Harapan banyak bug fixed dari aplikasi ini. Untuk program Go Bis Surabaya menurut saya sudah sangat baik, karena relatif murah, pelayanan baik, dan mekanisme yang simple dan nyaman. Harapan kedepan supaya penumpang lebih dibatasi bila penuh",assalamu alaikum bismillahirrahmanirrahim alhamdulillah wasysyukrillah admin menyampaikan aspirasi dan saran memang aplikasi dari go bis suroboyo tidak jarang eror namun tetap bisa dibuat akses untuk perkiraan posisi personal maupun kendaraan harapan banyak bug fixed dari aplikasi ini untuk program go bis surabaya menurut saya sudah sangat baik karena relatif murah pelayanan baik dan mekanisme yang simple dan nyaman harapan kedepan supaya penumpang lebih dibatasi bila penuh
Hilwa Idah,1,2025-04-02 22:07:11,lemottt pollll,lemottt pollll
agus hariyanto Handjaja,5,2025-04-02 14:13:53,transpotasi yg cepat dan bersih,transpotasi yg cepat dan bersih
Mantek Surabaya,1,2025-03-31 16:27:10,"aplikasi seperti ini dikelola pemerintah? sangat memprihatinkan, kyk aplikasi buatan anak sekolah dasar",aplikasi seperti ini dikelola pemerintah sangat memprihatinkan kyk aplikasi buatan anak sekolah dasar
Aji dipta,1,2025-03-30 20:44:29,"aplikasi dibuka sangat lemot buat daftar member aja nunggunya lama loading terussss seharian. aplikasinya ga bner nunggu bis juga dari jam 7 , set 8 ga lewat lewat... kalau memang gtu diperjelas aja jam kerja mereka kayak apa... kalau krn besok hari lebaran dan mempercepat jam kerja itu aneh.. kendaraan umum untuk dalam kota mempercepat operasional. nunggu dua jam di halte . sangat merugikan",aplikasi dibuka sangat lemot buat daftar member aja nunggunya lama loading terussss seharian aplikasinya ga bner nunggu bis juga dari jam set ga lewat lewat kalau memang gtu diperjelas aja jam kerja mereka kayak apa kalau krn besok hari lebaran dan mempercepat jam kerja itu aneh kendaraan umum untuk dalam kota mempercepat operasional nunggu dua jam di halte sangat merugikan
